timestamp,open,high,low,close,volume,EMA_18,EMA_200,Potential_Buy,Potential_Sell,Confirmed_Buy,Confirmed_Sell,Entry_Price
2020-07-27 00:00:00-04:00,300.58,303.13,299.35,302.04,51067,302.04,302.04,False,False,False,False,
2020-07-28 00:00:00-04:00,301.9,303.21,299.3,299.64,68524,301.7873684210527,302.0161194029851,False,True,False,False,
2020-07-29 00:00:00-04:00,297.91,304.78,297.79,302.35,159720,301.846592797784,302.0194415979803,False,False,False,True,302.35
2020-07-30 00:00:00-04:00,297.84,305.7,296.43,301.64,298215,301.824846187491,302.01566605969197,False,False,False,False,
2020-07-31 00:00:00-04:00,302.99,303.19,299.07,302.29,385821,301.8738097467025,302.0183957506403,False,False,False,False,
2020-08-03 00:00:00-04:00,303.81,306.52,302.7,305.84,220212,302.2913034575759,302.05642166356927,True,False,False,False,
2020-08-04 00:00:00-04:00,305.64,308.68,304.24,307.4,169018,302.82906098835736,302.10959159726514,False,False,True,False,307.4
2020-08-05 00:00:00-04:00,309.8,322.41,309.61,320.76,254682,304.7165282527408,302.29516780027745,False,False,False,False,
2020-08-06 00:00:00-04:00,321.36,323.86,318.96,323.22,511814,306.66426212087333,302.50337508584687,False,False,False,False,
2020-08-07 00:00:00-04:00,319.44,321.02,317.06,320.74,403728,308.14591873972876,302.6848340402166,False,False,False,False,
2020-08-10 00:00:00-04:00,320.04,322.27,314.9,316.03,118106,308.97582203028367,302.81762176120947,False,False,False,False,
2020-08-11 00:00:00-04:00,319.01,327.02,316.65,321.27,132291,310.2699460270959,303.0012275148293,False,False,False,False,
2020-08-12 00:00:00-04:00,321.21,323.81,319.2,320.01,122044,311.29521486634894,303.1704690320947,False,False,False,False,
2020-08-13 00:00:00-04:00,319.78,322.45,318.82,319.04,71078,312.1104554067333,303.32837481286987,False,False,False,False,
2020-08-14 00:00:00-04:00,318.37,320.36,317.79,319.56,24145,312.8946179954982,303.48988352119954,False,False,False,False,
2020-08-17 00:00:00-04:00,319.54,323.86,319.54,323.13,208768,313.97202662755103,303.68530756576473,False,False,False,False,
2020-08-18 00:00:00-04:00,323.21,323.86,319.16,322.64,162418,314.8844448772825,303.873911470583,False,False,False,False,
2020-08-19 00:00:00-04:00,322.94,326.97,322.82,325.16,85198,315.96608225862116,304.0857133464976,False,False,False,False,
2020-08-20 00:00:00-04:00,323.42,330.47,323.1,329.86,180282,317.4285999156084,304.34217391021406,False,False,False,False,
2020-08-21 00:00:00-04:00,330.09,331.16,328.61,329.62,149856,318.7119051876496,304.5936945678239,False,False,False,False,
2020-08-24 00:00:00-04:00,332.05,336.14,331.48,336.11,134437,320.54328358894963,304.90728964675105,False,False,False,False,
2020-08-25 00:00:00-04:00,337.14,340.69,335.96,340.15,85693,322.60714847432337,305.2579633816093,False,False,False,False,
2020-08-26 00:00:00-04:00,340.52,344.42,338.1,343.55,90116,324.8116591612367,305.6389786713445,False,False,False,False,
2020-08-27 00:00:00-04:00,343.61,350.05,342.84,348.15,132417,327.2683266179487,306.06197390844557,False,False,False,False,
2020-08-28 00:00:00-04:00,349.61,359.03,348.54,358.05,121933,330.5085027634277,306.5792677004013,False,False,False,False,
2020-08-31 00:00:00-04:00,358.32,358.32,349.84,350.2,99614,332.5812919462248,307.01330483771073,False,False,False,False,
2020-09-01 00:00:00-04:00,349.71,351.39,345.94,348.91,294790,334.3001033203064,307.43018737663897,False,False,False,False,
2020-09-02 00:00:00-04:00,349.96,353.59,349.13,353.02,391333,336.27061876027415,307.88381735299083,False,False,False,False,
2020-09-03 00:00:00-04:00,350.5,350.5,333.76,336.23,224296,336.26634310129793,308.1658689216178,False,False,False,False,
2020-09-04 00:00:00-04:00,334.75,339.07,320.16,327.37,204467,335.32988593274024,308.3569548029947,False,False,False,False,
2020-09-08 00:00:00-04:00,321.43,328.19,319.78,322.29,188791,333.95726636087284,308.49559206863654,False,False,False,False,
