timestamp,open,high,low,close,volume,EMA_18,EMA_200,Potential_Buy,Potential_Sell,Confirmed_Buy,Confirmed_Sell,Entry_Price
2020-07-27 00:00:00-04:00,189.43,191.73,188.43,191.04,88135,191.04,191.04,False,False,False,False,
2020-07-28 00:00:00-04:00,191.9,193.32,190.9,190.9,189788,191.02526315789476,191.03860696517413,False,True,False,False,
2020-07-29 00:00:00-04:00,187.3,192.91,187.3,192.53,348213,191.1836565096953,191.05344669686394,True,False,False,True,192.53
2020-07-30 00:00:00-04:00,188.87,190.6,186.37,188.12,274752,190.86116635078002,191.02425817251705,False,True,False,False,
2020-07-31 00:00:00-04:00,188.64,188.67,183.8,184.66,1022030,190.20841199806634,190.9609322205517,False,False,False,True,184.66
2020-08-03 00:00:00-04:00,185.84,187.35,184.52,184.87,695843,189.64647389300674,190.90032592979995,False,False,False,False,
2020-08-04 00:00:00-04:00,185.36,187.12,184.4,186.51,363772,189.31631874637444,190.85664109467757,False,False,False,False,
2020-08-05 00:00:00-04:00,187.62,192.18,187.37,190.27,286856,189.4167062467561,190.8508038698549,False,False,False,False,
2020-08-06 00:00:00-04:00,190.12,192.94,188.98,192.91,224763,189.78442137867648,190.8712933835877,False,False,False,False,
2020-08-07 00:00:00-04:00,191.83,191.98,189.61,190.23,115616,189.83132439144737,190.8649123548953,False,False,False,False,
2020-08-10 00:00:00-04:00,190.52,192.16,189.48,190.89,136022,189.94276392918974,190.8651619832048,False,False,False,False,
2020-08-11 00:00:00-04:00,191.65,196.72,190.62,191.83,248748,190.14142035769606,190.87476236148137,False,False,False,False,
2020-08-12 00:00:00-04:00,192.98,194.22,192.36,192.76,107035,190.41706032004384,190.89352094494922,False,False,False,False,
2020-08-13 00:00:00-04:00,192.25,194.17,191.48,192.04,551686,190.5878960758287,190.90492869674077,False,False,False,False,
2020-08-14 00:00:00-04:00,191.54,192.39,190.22,190.86,70823,190.6165385941625,190.9044816450319,False,False,False,False,
2020-08-17 00:00:00-04:00,191.52,194.68,191.41,193.8,108563,190.95163979477698,190.93329277294202,True,False,False,False,
2020-08-18 00:00:00-04:00,194.33,194.34,191.27,193.22,298743,191.19041455322153,190.9560460786839,False,False,False,False,
2020-08-19 00:00:00-04:00,193.33,196.98,193.24,195.06,239625,191.59773933709295,190.99688144108504,False,False,False,False,
2020-08-20 00:00:00-04:00,193.96,198.58,193.96,198.34,239482,192.30745098582,191.06994729739264,False,False,False,False,
2020-08-21 00:00:00-04:00,198.61,199.28,197.63,198.3,115256,192.93824561889156,191.14188812030417,False,False,False,False,
2020-08-24 00:00:00-04:00,199.17,200.45,198.89,200.45,158489,193.72895660637664,191.23450614895788,False,False,False,False,
2020-08-25 00:00:00-04:00,201.16,202.21,199.69,202.19,127003,194.61959275307382,191.34351603802298,False,False,False,False,
2020-08-26 00:00:00-04:00,202.28,204.71,201.51,204.27,144291,195.63542509485552,191.47213776898795,False,False,False,False,
2020-08-27 00:00:00-04:00,205.08,206.07,203.2,204.95,263920,196.6159066638181,191.60624585088857,False,False,False,False,
2020-08-28 00:00:00-04:00,205.83,210.0,205.51,209.53,166660,197.97528490973198,191.78459166331754,False,False,False,False,
2020-08-31 00:00:00-04:00,209.75,209.76,205.57,206.01,165867,198.82104439291808,191.92613801492632,False,False,False,False,
2020-09-01 00:00:00-04:00,206.07,207.55,205.47,207.34,175656,199.7177765620846,192.07950977597184,False,False,False,False,
2020-09-02 00:00:00-04:00,207.92,211.01,207.69,210.48,206396,200.8506421871283,192.26259923093733,False,False,False,False,
2020-09-03 00:00:00-04:00,208.57,208.57,201.23,202.95,165239,201.07162722006217,192.36894152714692,False,False,False,False,
