timestamp,open,high,low,close,volume,EMA_18,EMA_200,Potential_Buy,Potential_Sell,Confirmed_Buy,Confirmed_Sell,Entry_Price
2020-07-27 00:00:00-04:00,114.02,114.71,113.84,114.4,100981,114.4,114.4,False,False,False,False,
2020-07-28 00:00:00-04:00,114.57,116.35,114.39,115.78,214628,114.54526315789474,114.4137313432836,True,False,False,False,
2020-07-29 00:00:00-04:00,115.8,117.05,115.71,116.34,168499,114.73418282548477,114.43289819558925,False,False,True,False,116.34
2020-07-30 00:00:00-04:00,118.12,119.56,117.49,119.05,441757,115.18847937017057,114.47883950707593,False,False,False,False,
2020-07-31 00:00:00-04:00,117.87,118.84,117.11,118.84,238744,115.5728499627842,114.52223413884633,False,False,False,False,
2020-08-03 00:00:00-04:00,118.46,119.47,118.44,118.99,113396,115.93254996670166,114.56668952054936,False,False,False,False,
2020-08-04 00:00:00-04:00,118.45,121.3,118.39,121.1,234122,116.4764920754699,114.63169758502151,False,False,False,False,
2020-08-05 00:00:00-04:00,121.32,121.92,120.6,120.88,158379,116.94001922542044,114.69386974835463,False,False,False,False,
2020-08-06 00:00:00-04:00,120.33,120.79,119.71,120.17,71014,117.28001720169198,114.74835860657997,False,False,False,False,
2020-08-07 00:00:00-04:00,120.33,121.02,119.98,120.99,111762,117.67054170677703,114.81046449109162,False,False,False,False,
2020-08-10 00:00:00-04:00,120.94,121.76,120.67,121.51,95531,118.07469521132683,114.87712653595639,False,False,False,False,
2020-08-11 00:00:00-04:00,121.7,122.03,120.28,120.67,139673,118.3478851890819,114.93476706793693,False,False,False,False,
2020-08-12 00:00:00-04:00,121.22,123.16,121.15,122.83,111108,118.8196867481259,115.01332659959925,False,False,False,False,
2020-08-13 00:00:00-04:00,122.35,123.01,122.27,122.96,76374,119.2555091956916,115.09239797671768,False,False,False,False,
2020-08-14 00:00:00-04:00,122.78,122.78,121.88,122.4,93412,119.58650822772405,115.16511043466079,False,False,False,False,
2020-08-17 00:00:00-04:00,122.18,122.9,122.08,122.74,177759,119.91845473006889,115.24048247013681,False,False,False,False,
2020-08-18 00:00:00-04:00,122.97,124.54,122.66,123.64,212172,120.31019633743006,115.32405975899117,False,False,False,False,
2020-08-19 00:00:00-04:00,122.97,123.41,122.79,123.04,158196,120.59754409138479,115.40083528377733,False,False,False,False,
2020-08-20 00:00:00-04:00,122.69,124.06,122.69,124.02,83262,120.95780260808112,115.48659811677457,False,False,False,False,
2020-08-21 00:00:00-04:00,123.73,125.01,123.12,124.5,72970,121.33066549144101,115.57628370765245,False,False,False,False,
2020-08-24 00:00:00-04:00,124.54,125.67,124.3,125.48,115042,121.76743754497353,115.67482814837234,False,False,False,False,
2020-08-25 00:00:00-04:00,125.69,125.95,124.83,125.95,134716,122.20770727708158,115.77706866430894,False,False,False,False,
2020-08-26 00:00:00-04:00,125.87,126.15,125.23,125.32,255663,122.53531703738878,115.87202320496259,False,False,False,False,
2020-08-27 00:00:00-04:00,125.73,126.52,125.17,125.24,107045,122.82002050713733,115.9652369044157,False,False,False,False,
2020-08-28 00:00:00-04:00,125.2,125.81,124.05,125.72,76678,123.12528150638603,116.06229922377476,False,False,False,False,
2020-08-31 00:00:00-04:00,125.08,125.65,124.85,125.26,94475,123.34998871624013,116.15381863448347,False,False,False,False,
2020-09-01 00:00:00-04:00,124.78,125.14,124.16,125.14,185999,123.53841095663591,116.24323337443886,False,False,False,False,
2020-09-02 00:00:00-04:00,125.05,127.97,124.83,127.27,116007,123.93120980330582,116.35295244533997,False,False,False,False,
2020-09-03 00:00:00-04:00,127.76,128.34,124.19,125.23,230640,124.06792456085257,116.44128127672963,False,False,False,False,
2020-09-04 00:00:00-04:00,125.07,125.96,123.3,125.01,125095,124.16709039655231,116.52654215954824,False,False,False,False,
2020-09-08 00:00:00-04:00,125.39,125.52,122.33,123.1,134943,124.05476509165207,116.59194970024926,False,False,False,False,
2020-09-09 00:00:00-04:00,123.85,126.4,123.85,125.1,62542,124.16478981884659,116.6766069171622,False,False,False,False,
2020-09-10 00:00:00-04:00,125.04,125.6,123.68,123.84,129062,124.13060141686273,116.74788446027503,False,False,False,False,
2020-09-11 00:00:00-04:00,124.77,125.56,124.32,125.07,70232,124.2294854782456,116.83069158007329,False,False,False,False,
2020-09-14 00:00:00-04:00,125.51,126.42,125.32,125.6,110308,124.37375016474607,116.91794838027157,False,False,False,False,
2020-09-15 00:00:00-04:00,125.89,126.58,125.35,125.63,115503,124.50598698950964,117.0046354610649,False,False,False,False,
2020-09-16 00:00:00-04:00,126.18,126.94,124.68,124.68,118779,124.52430414850862,117.08100724752197,False,False,False,False,
2020-09-17 00:00:00-04:00,124.05,124.86,123.39,124.58,98248,124.53016686971824,117.15562409083022,False,False,False,False,
2020-09-18 00:00:00-04:00,124.45,124.91,123.43,124.43,68467,124.51962298869528,117.22800594067272,False,False,False,False,
2020-09-21 00:00:00-04:00,124.28,124.45,122.05,123.82,103201,124.44597846356946,117.29359792136255,False,False,False,False,
2020-09-22 00:00:00-04:00,123.63,125.91,123.63,124.99,145601,124.50324388845688,117.37017903657288,False,False,False,False,
2020-09-23 00:00:00-04:00,125.21,125.25,123.26,123.45,97526,124.39237611072458,117.43067476755226,False,False,False,False,
2020-09-24 00:00:00-04:00,123.88,124.22,122.97,124.03,211218,124.35423125696411,117.4963396952383,False,False,False,False,
2020-09-25 00:00:00-04:00,123.6,124.99,123.6,124.7,148548,124.39062796675736,117.568017907226,False,False,False,False,
2020-09-28 00:00:00-04:00,125.52,126.74,124.8,124.84,181388,124.43793028604605,117.64037593799986,False,False,False,False,
2020-09-29 00:00:00-04:00,125.19,125.21,123.8,124.32,201211,124.42551657172542,117.70683985901479,False,False,False,False,
2020-09-30 00:00:00-04:00,125.0,126.64,124.86,125.83,195747,124.57335693259644,117.7876673231042,False,False,False,False,
2020-10-01 00:00:00-04:00,126.29,126.79,125.2,126.11,327868,124.73510883442839,117.87047660347133,False,False,False,False,
2020-10-02 00:00:00-04:00,124.99,126.01,124.06,125.08,257570,124.77141316764646,117.94221315468057,False,False,False,False,
2020-10-05 00:00:00-04:00,125.79,126.48,125.28,126.22,235905,124.92389599210472,118.02457919294245,False,False,False,False,
2020-10-06 00:00:00-04:00,126.26,127.5,125.75,126.61,190300,125.10138062451475,118.1100062656495,False,False,False,False,
2020-10-07 00:00:00-04:00,126.86,128.06,126.26,127.4,299176,125.34334055877635,118.20244401425,False,False,False,False,
2020-10-08 00:00:00-04:00,127.42,128.55,127.16,128.3,168924,125.65456786837883,118.30291720813808,False,False,False,False,
2020-10-09 00:00:00-04:00,128.51,130.1,128.44,129.38,247431,126.04671861907579,118.41313693741034,False,False,False,False,
2020-10-12 00:00:00-04:00,129.99,131.62,129.96,130.86,308538,126.55337981706782,118.53698632111771,False,False,False,False,
2020-10-13 00:00:00-04:00,130.49,131.19,129.94,130.68,263560,126.98776088895542,118.65781232787276,False,False,False,False,
2020-10-14 00:00:00-04:00,130.62,131.42,129.63,130.42,219671,127.3490492164338,118.77484902112776,False,False,False,False,
2020-10-15 00:00:00-04:00,129.56,130.78,129.56,130.32,266565,127.66178087786182,118.88972614529565,False,False,False,False,
2020-10-16 00:00:00-04:00,130.55,132.1,130.55,130.8,214503,127.99211973282374,119.00823633290466,False,False,False,False,
2020-10-19 00:00:00-04:00,130.9,131.66,127.84,128.43,379744,128.0382123925265,119.10198522511457,False,False,False,False,
2020-10-20 00:00:00-04:00,131.67,131.83,128.53,129.13,537006,128.1531374038395,119.20176646665573,False,False,False,False,
2020-10-21 00:00:00-04:00,129.13,130.73,129.13,129.7,243282,128.31596504554062,119.30622650181338,False,False,False,False,
2020-10-22 00:00:00-04:00,128.89,130.02,128.56,128.87,257085,128.37428451443108,119.40138842716848,False,False,False,False,
2020-10-23 00:00:00-04:00,129.12,130.13,129.12,129.65,238650,128.50857035501727,119.50336466172404,False,False,False,False,
2020-10-26 00:00:00-04:00,128.81,129.37,127.54,128.64,206603,128.52240505448913,119.59427645613475,False,False,False,False,
2020-10-27 00:00:00-04:00,129.22,130.53,129.04,129.68,352570,128.64425715401657,119.69463191428268,False,False,False,False,
2020-10-28 00:00:00-04:00,127.99,128.33,125.08,125.45,361548,128.30801955885693,119.75189925841919,False,False,False,False,
2020-10-29 00:00:00-04:00,125.01,126.68,123.7,125.43,360249,128.00507013160882,119.8083977732608,False,False,False,False,
2020-10-30 00:00:00-04:00,124.93,125.67,122.83,124.83,262943,127.67085222301841,119.85836396457164,False,False,False,False,
2020-11-02 00:00:00-05:00,126.41,127.49,125.2,126.13,554528,127.50865725217437,119.92076830323262,False,False,False,False,
2020-11-03 00:00:00-05:00,127.42,129.92,127.39,128.65,402761,127.62879859405075,120.00762633006613,False,False,False,False,
2020-11-04 00:00:00-05:00,127.98,130.19,127.84,128.0,242005,127.66787242625594,120.08715243623463,False,False,False,False,
2020-11-05 00:00:00-05:00,129.8,130.73,129.14,129.76,304830,127.8880963813869,120.18339967567509,False,False,False,False,
2020-11-06 00:00:00-05:00,129.91,131.21,129.69,130.49,183773,128.16198097281986,120.28595291273305,False,False,False,False,
2020-11-09 00:00:00-05:00,133.12,133.58,125.34,125.58,519478,127.89019350199672,120.3386299981785,False,False,False,False,
2020-11-10 00:00:00-05:00,125.83,128.08,124.94,127.71,584783,127.87122576494444,120.41197696337078,False,False,False,False,
2020-11-11 00:00:00-05:00,128.79,130.23,128.11,129.37,290778,128.02899147389766,120.50111152094918,False,False,False,False,
2020-11-12 00:00:00-05:00,129.75,129.75,128.49,129.53,296227,128.18699237138213,120.5909512073079,False,False,False,False,
2020-11-13 00:00:00-05:00,129.63,131.6,129.31,131.42,631296,128.52730896386822,120.69870293658842,False,False,False,False,
2020-11-16 00:00:00-05:00,131.39,131.54,128.67,129.6,461307,128.64022380977684,120.78727305662237,False,False,False,False,
2020-11-17 00:00:00-05:00,129.2,130.67,129.12,129.16,333975,128.69493709295824,120.87058377247688,False,False,False,False,
2020-11-18 00:00:00-05:00,129.25,129.41,127.26,127.31,217489,128.5491542410679,120.93465756578557,False,False,False,False,
2020-11-19 00:00:00-05:00,127.55,127.55,126.12,127.1,273153,128.39661168937653,120.99600425667329,False,False,False,False,
2020-11-20 00:00:00-05:00,127.2,127.82,126.29,126.87,211557,128.23591572207374,121.05445197551236,False,False,False,False,
2020-11-23 00:00:00-05:00,126.79,127.45,125.58,126.39,271894,128.0416088039607,121.10754200560677,False,False,False,False,
2020-11-24 00:00:00-05:00,126.57,127.36,125.76,125.96,301646,127.82249208775431,121.1558251697301,False,False,False,False,
2020-11-25 00:00:00-05:00,125.78,126.94,125.78,126.29,319779,127.6611771311486,121.2069114864492,False,False,False,False,
2020-11-27 00:00:00-05:00,126.27,126.33,125.27,126.19,189796,127.50631638050139,121.2564944567333,False,False,False,False,
2020-11-30 00:00:00-05:00,126.0,126.7,124.57,126.55,354519,127.40565149834335,121.30916615368122,False,False,False,False,
2020-12-01 00:00:00-05:00,126.79,127.04,125.87,126.97,406418,127.35979344588614,121.36549285861972,False,False,False,False,
2020-12-02 00:00:00-05:00,126.9,127.44,125.23,126.06,254441,127.22297308316128,121.4122043724643,False,False,False,False,
2020-12-03 00:00:00-05:00,125.73,125.97,123.48,125.09,318691,126.99844960072325,121.44879935383283,False,False,False,False,
2020-12-04 00:00:00-05:00,125.03,125.49,123.77,125.22,228338,126.81124437959448,121.48632373837181,False,False,False,False,
2020-12-07 00:00:00-05:00,124.71,125.42,124.38,125.39,350023,126.66163970805823,121.52516628823876,False,False,False,False,
2020-12-08 00:00:00-05:00,124.85,126.39,124.3,125.79,238288,126.56988815984158,121.5676024445747,False,False,False,False,
2020-12-09 00:00:00-05:00,125.54,125.61,124.11,124.19,280789,126.31937361670036,121.59369595258889,False,False,False,False,
2020-12-10 00:00:00-05:00,124.36,124.63,123.0,123.41,316388,126.01312376231084,121.61176862967756,False,False,False,False,
2020-12-11 00:00:00-05:00,122.47,124.56,122.47,124.3,273745,125.83279494522549,121.63851720052655,False,False,False,False,
2020-12-14 00:00:00-05:00,124.83,125.62,123.79,123.79,180332,125.61776389835964,121.65992498957604,False,False,False,False,
2020-12-15 00:00:00-05:00,124.24,125.27,124.11,124.42,255220,125.491683488006,121.68738842251558,False,False,False,False,
2020-12-16 00:00:00-05:00,124.86,125.91,124.61,125.02,190638,125.44203259453168,121.72054873671942,False,False,False,False,
2020-12-17 00:00:00-05:00,125.8,126.7,125.66,125.89,288416,125.48918705826519,121.762035813966,False,False,False,False,
2020-12-18 00:00:00-05:00,126.13,127.52,125.22,126.74,278492,125.6208515784478,121.81156779591659,False,False,False,False,
2020-12-21 00:00:00-05:00,125.58,126.08,124.11,125.26,187900,125.58286720176909,121.84588055416619,False,False,False,False,
2020-12-22 00:00:00-05:00,124.96,125.75,124.22,124.3,190761,125.44782854895129,121.87029965312972,False,False,False,False,
2020-12-23 00:00:00-05:00,125.12,125.24,123.99,124.25,191657,125.32174133327221,121.89397826354634,False,False,False,False,
2020-12-24 00:00:00-05:00,124.35,125.81,124.35,125.48,104747,125.33840014029619,121.92966007186928,False,False,False,False,
2020-12-28 00:00:00-05:00,125.91,126.9,125.64,126.3,104452,125.43962117815975,121.97314604130342,False,False,False,False,
2020-12-29 00:00:00-05:00,126.84,127.45,125.88,126.11,249322,125.51018736993242,122.01430876726062,False,False,False,False,
2020-12-30 00:00:00-05:00,126.27,126.52,125.29,125.45,100017,125.50385185730795,122.04849474967594,False,False,False,False,
2020-12-31 00:00:00-05:00,125.61,126.82,125.16,126.77,128211,125.63713060917027,122.09547490142046,False,False,False,False,
2021-01-04 00:00:00-05:00,127.14,127.38,124.19,125.49,638650,125.62164317662602,122.12925127056056,False,False,False,False,
2021-01-05 00:00:00-05:00,125.61,126.53,124.15,126.39,446465,125.70252284224433,122.17164678030623,False,False,False,False,
2021-01-06 00:00:00-05:00,126.47,128.45,126.29,127.7,382678,125.9127835956923,122.22665527005444,False,False,False,False,
2021-01-07 00:00:00-05:00,127.36,127.63,125.73,126.47,348334,125.97143795404048,122.2688776056758,False,False,False,False,
2021-01-08 00:00:00-05:00,126.41,126.6,124.78,126.42,354039,126.0186550115099,122.31018230611684,False,False,False,False,
