timestamp,close,high,low,trade_count,open,volume,vwap
2020-09-30 00:00:00-04:00,9.51,11.395,9.12,20035,10.5,4964603,10.416217
2020-10-01 00:00:00-04:00,9.44,10.1,9.23,9553,9.72,1952773,9.578256
2020-10-02 00:00:00-04:00,9.175,9.275,8.94,3447,9.01,829085,9.145065
2020-10-05 00:00:00-04:00,9.06,9.49,8.925,5320,9.405,612749,9.063994
2020-10-06 00:00:00-04:00,9.9,10.175,8.905,15919,9.025,3413053,9.785068
2020-10-07 00:00:00-04:00,10.005,10.48,10.005,4190,10.02,1129478,10.203423
2020-10-08 00:00:00-04:00,9.99,10.4,9.99,6784,10.275,1305995,10.197345
2020-10-09 00:00:00-04:00,9.98,10.18,9.89,1001,10.18,225618,10.018253
2020-10-12 00:00:00-04:00,9.905,10.025,9.66,1306,10.025,366477,9.947181
2020-10-13 00:00:00-04:00,9.445,9.87,9.415,1416,9.87,298998,9.535718
2020-10-14 00:00:00-04:00,9.355,9.645,9.3,2605,9.595,369339,9.42318
2020-10-15 00:00:00-04:00,9.885,9.885,9.2,1544,9.23,232663,9.533272
2020-10-16 00:00:00-04:00,9.735,9.94,9.67,976,9.93,124387,9.748935
2020-10-19 00:00:00-04:00,9.555,9.8,9.535,664,9.76,96996,9.635634
2020-10-20 00:00:00-04:00,9.305,9.65,9.3,748,9.61,160706,9.40463
2020-10-21 00:00:00-04:00,9.205,9.48,9.2,744,9.305,103662,9.309066
2020-10-22 00:00:00-04:00,9.675,9.75,9.23,2979,9.34,499873,9.557602
2020-10-23 00:00:00-04:00,9.49,9.795,9.475,1912,9.72,306868,9.558584
2020-10-26 00:00:00-04:00,9.945,9.965,9.61,2417,9.71,332353,9.805044
2020-10-27 00:00:00-04:00,10.95,11.035,9.925,4083,9.98,1142952,10.586478
2020-10-28 00:00:00-04:00,10.845,10.98,10.11,1515,10.66,240249,10.493674
2020-10-29 00:00:00-04:00,10.755,11.095,10.58,1400,10.855,205867,10.887872
2020-10-30 00:00:00-04:00,10.155,10.63,9.87,924,10.59,174291,10.169669
2020-11-02 00:00:00-05:00,10.535,10.56,10.23,1036,10.23,237758,10.40926
2020-11-03 00:00:00-05:00,10.505,10.94,10.45,2855,10.6,538011,10.620034
2020-11-04 00:00:00-05:00,10.725,10.91,10.55,2683,10.805,457843,10.736724
2020-11-05 00:00:00-05:00,11.9,12.115,10.94,2471,10.945,530620,11.78373
2020-11-06 00:00:00-05:00,13.83,14.955,12.06,12166,12.16,1919223,13.778046
2020-11-09 00:00:00-05:00,14.66,15.87,14.21,4017,14.97,624054,14.998303
2020-11-10 00:00:00-05:00,13.97,15.005,13.2,3030,15.0,638154,14.025465
2020-11-11 00:00:00-05:00,15.96,15.96,14.4,2732,14.565,364081,15.262409
2020-11-12 00:00:00-05:00,14.56,17.01,14.45,7608,16.665,1723623,15.064214
2020-11-13 00:00:00-05:00,15.795,15.99,14.5,8557,14.57,1173485,15.387604
2020-11-16 00:00:00-05:00,15.91,16.08,15.01,4315,15.84,679206,15.6821
2020-11-17 00:00:00-05:00,17.825,18.735,16.21,9092,16.3,1597448,17.847386
2020-11-18 00:00:00-05:00,17.895,19.25,17.55,4615,18.28,804167,18.477886
2020-11-19 00:00:00-05:00,18.965,18.965,17.97,4157,18.49,544021,18.530445
2020-11-20 00:00:00-05:00,18.115,19.65,18.0,4191,19.05,732439,18.478617
2020-11-23 00:00:00-05:00,21.025,21.435,18.585,3212,18.79,436317,20.293248
2020-11-24 00:00:00-05:00,23.84,24.21,20.665,5256,22.295,764587,22.766414
2020-11-25 00:00:00-05:00,29.0,29.75,23.69,10647,23.925,1530636,26.771926
2020-11-27 00:00:00-05:00,27.75,33.5,26.24,13445,31.17,1917496,30.376349
2020-11-30 00:00:00-05:00,26.975,30.13,24.125,8308,28.24,1261880,27.29133
2020-12-01 00:00:00-05:00,25.675,28.015,24.48,4033,28.015,477304,25.709402
2020-12-02 00:00:00-05:00,22.47,23.4,21.15,8847,22.16,2009508,22.485437
2020-12-03 00:00:00-05:00,24.01,25.4,23.52,5336,23.565,652966,24.392799
2020-12-04 00:00:00-05:00,23.845,25.22,23.54,2673,24.81,363733,24.111999
2020-12-07 00:00:00-05:00,29.0,29.0,24.46,5579,24.46,632294,27.223793
2020-12-08 00:00:00-05:00,28.55,31.225,27.27,5718,30.59,929234,29.054317
2020-12-09 00:00:00-05:00,26.625,28.84,25.37,4606,28.68,544034,27.093243
2020-12-10 00:00:00-05:00,27.04,28.0,25.155,3086,25.505,320554,26.913091
2020-12-11 00:00:00-05:00,27.16,28.25,26.07,1575,27.11,203178,26.982163
2020-12-14 00:00:00-05:00,27.205,28.175,26.74,2446,28.175,407806,27.315922
2020-12-15 00:00:00-05:00,26.41,27.08,25.565,3202,26.97,670430,26.04189
2020-12-16 00:00:00-05:00,25.89,26.15,25.16,2965,25.7,449118,25.665432
2020-12-17 00:00:00-05:00,27.185,27.435,26.08,2416,26.56,380863,26.881654
2020-12-18 00:00:00-05:00,26.01,26.83,25.89,3164,26.39,467504,26.165791
2020-12-21 00:00:00-05:00,28.48,28.7,25.43,1848,26.15,280944,27.493384
2020-12-22 00:00:00-05:00,28.03,29.41,26.82,2590,28.89,492991,27.990884
2020-12-23 00:00:00-05:00,28.73,29.37,28.055,2183,28.81,256012,28.725778
2020-12-24 00:00:00-05:00,27.68,29.11,27.58,1095,28.75,154047,28.185867
2020-12-28 00:00:00-05:00,25.63,28.575,25.4,3524,28.39,554512,26.211412
2020-12-29 00:00:00-05:00,24.64,26.16,24.34,2408,25.83,320199,25.000261
2020-12-30 00:00:00-05:00,25.05,25.88,24.67,1883,25.01,430268,25.2742
2020-12-31 00:00:00-05:00,23.55,24.68,23.525,2521,24.68,443535,23.796718
2021-01-04 00:00:00-05:00,23.37,24.4,22.5,2270,23.87,315133,23.45506
2021-01-05 00:00:00-05:00,24.59,24.645,22.93,1177,23.24,154597,23.874595
2021-01-06 00:00:00-05:00,23.52,24.44,23.29,3967,24.03,317819,23.804437
2021-01-07 00:00:00-05:00,25.0,25.175,23.72,1830,23.95,359200,24.583071
2021-01-08 00:00:00-05:00,25.19,26.42,24.76,3019,25.725,434256,25.554612
2021-01-11 00:00:00-05:00,26.0,26.59,24.34,2732,24.69,195823,25.906018
2021-01-12 00:00:00-05:00,26.12,26.4,25.53,962,26.37,101170,26.027548
2021-01-13 00:00:00-05:00,25.46,27.4,25.145,3012,25.72,452190,25.832979
2021-01-14 00:00:00-05:00,24.88,25.54,24.43,1673,25.52,225335,24.965825
