timestamp,close,high,low,trade_count,open,volume,vwap
2020-07-27 00:00:00-04:00,437.31,438.05,431.96,529,432.465,31400,435.901657
2020-07-28 00:00:00-04:00,432.36,438.22,431.56,419,437.37,25739,434.495072
2020-07-29 00:00:00-04:00,436.21,439.79,435.4,508,435.4,38759,437.824958
2020-07-30 00:00:00-04:00,438.73,440.32,426.89,593,429.585,40068,435.595548
2020-07-31 00:00:00-04:00,443.33,443.36,435.51,568,442.525,40982,439.978211
2020-08-03 00:00:00-04:00,448.2,449.75,442.51,509,448.4,37339,446.385617
2020-08-04 00:00:00-04:00,446.8,448.22,441.125,650,447.265,45523,444.89836
2020-08-05 00:00:00-04:00,449.47,453.89,447.205,667,448.04,50632,450.901434
2020-08-06 00:00:00-04:00,464.24,464.24,449.9,1108,450.31,83776,458.411027
2020-08-07 00:00:00-04:00,448.84,461.38,445.21,783,461.035,54276,451.911166
2020-08-10 00:00:00-04:00,442.73,449.82,436.895,499,449.82,24249,441.607551
2020-08-11 00:00:00-04:00,435.02,444.14,432.39,960,439.32,50958,438.379552
2020-08-12 00:00:00-04:00,445.37,447.745,439.04,958,440.41,42118,444.589073
2020-08-13 00:00:00-04:00,450.16,455.18,448.325,769,448.325,28440,452.071423
2020-08-14 00:00:00-04:00,447.5,452.64,446.0,645,451.845,13568,447.718718
2020-08-17 00:00:00-04:00,451.71,455.7,449.685,458,450.3,28663,453.024104
2020-08-18 00:00:00-04:00,463.65,464.5,453.615,2574,454.325,108851,460.178032
2020-08-19 00:00:00-04:00,462.39,467.93,457.67,930,465.67,50622,463.83523
2020-08-20 00:00:00-04:00,478.57,479.69,458.91,1804,461.475,120068,474.813411
2020-08-21 00:00:00-04:00,473.42,477.11,470.835,763,477.11,40714,473.084787
2020-08-24 00:00:00-04:00,476.375,480.0,470.0,1146,478.3,75358,475.09247
2020-08-25 00:00:00-04:00,484.38,484.6,474.69,838,476.29,55877,480.356462
2020-08-26 00:00:00-04:00,528.74,533.435,492.75,2454,496.485,222070,519.061699
2020-08-27 00:00:00-04:00,510.5,519.955,504.87,1597,519.23,139386,511.81231
2020-08-28 00:00:00-04:00,516.67,518.24,511.285,1246,513.93,75380,514.300184
2020-08-31 00:00:00-04:00,513.92,515.48,507.865,1016,514.915,61491,511.192187
2020-09-01 00:00:00-04:00,528.17,528.32,515.205,885,515.205,64803,523.756032
2020-09-02 00:00:00-04:00,534.075,536.0,522.27,837,533.81,61520,529.673632
2020-09-03 00:00:00-04:00,507.805,525.075,494.55,1887,525.075,143234,506.162289
2020-09-04 00:00:00-04:00,492.2,510.44,471.975,1867,501.89,129359,488.998583
2020-09-08 00:00:00-04:00,462.0,481.165,461.2,1623,472.54,120935,469.644856
2020-09-09 00:00:00-04:00,479.21,483.38,463.295,1639,473.69,104012,475.864752
2020-09-10 00:00:00-04:00,475.97,501.155,473.83,1504,492.27,89486,486.788445
2020-09-11 00:00:00-04:00,471.57,489.28,465.13,1222,487.04,100780,477.942774
2020-09-14 00:00:00-04:00,485.97,489.79,477.17,1888,484.54,74993,483.736568
2020-09-15 00:00:00-04:00,497.535,499.64,491.93,1648,492.63,141166,496.785318
2020-09-16 00:00:00-04:00,475.56,501.795,475.52,2787,500.11,182359,485.309911
2020-09-17 00:00:00-04:00,473.99,474.98,460.63,2577,465.57,189362,468.307726
2020-09-18 00:00:00-04:00,467.52,478.2,452.75,1665,478.08,120813,463.328711
2020-09-21 00:00:00-04:00,475.68,475.68,457.91,1164,460.63,62563,467.825941
2020-09-22 00:00:00-04:00,486.69,487.04,470.42,1388,478.97,92415,479.281229
2020-09-23 00:00:00-04:00,470.01,487.85,469.0,789,486.505,50970,478.678121
2020-09-24 00:00:00-04:00,467.68,471.3,460.64,1484,467.58,69225,467.226482
2020-09-25 00:00:00-04:00,479.46,481.5,466.145,1049,468.64,73790,473.839949
2020-09-28 00:00:00-04:00,487.89,489.08,481.46,1037,488.12,62496,485.959439
2020-09-29 00:00:00-04:00,489.54,492.99,484.535,1001,488.965,49582,489.215325
2020-09-30 00:00:00-04:00,490.66,497.09,486.255,1128,487.9,64458,492.169127
2020-10-01 00:00:00-04:00,499.56,501.35,496.04,2228,497.49,144763,498.378491
2020-10-02 00:00:00-04:00,478.66,496.7,478.66,2592,487.99,142526,485.109216
2020-10-05 00:00:00-04:00,486.305,486.56,479.16,1935,482.63,114900,483.900837
2020-10-06 00:00:00-04:00,479.7,491.25,477.53,948,485.755,52903,484.154923
2020-10-07 00:00:00-04:00,493.38,493.88,483.93,1999,484.35,97192,490.482865
2020-10-08 00:00:00-04:00,490.87,498.97,487.67,2136,498.87,116432,490.584722
2020-10-09 00:00:00-04:00,502.1,502.1,491.56,2300,492.45,123413,498.288266
2020-10-12 00:00:00-04:00,510.81,515.9,500.07,3607,508.82,236218,509.803695
2020-10-13 00:00:00-04:00,514.45,519.33,512.11,2236,512.98,190315,516.410898
2020-10-14 00:00:00-04:00,506.22,516.09,501.88,2052,516.09,96184,506.838107
2020-10-15 00:00:00-04:00,501.475,502.41,491.85,2007,499.52,111055,498.13393
2020-10-16 00:00:00-04:00,502.78,510.22,500.7,1682,504.99,108376,505.028006
2020-10-19 00:00:00-04:00,494.91,507.6,493.71,1918,507.6,105943,500.162179
2020-10-20 00:00:00-04:00,494.67,499.75,492.01,1662,495.26,83239,495.911897
2020-10-21 00:00:00-04:00,495.745,499.53,490.94,2615,492.53,83128,496.220968
2020-10-22 00:00:00-04:00,483.47,496.5,479.62,3488,496.5,188008,484.512746
2020-10-23 00:00:00-04:00,488.26,488.34,479.64,2723,486.79,85980,485.085381
2020-10-26 00:00:00-04:00,474.9,488.15,470.3,2761,481.83,145111,476.026161
2020-10-27 00:00:00-04:00,478.475,481.6,474.05,2474,479.77,114860,478.04847
2020-10-28 00:00:00-04:00,456.54,470.97,456.11,4210,469.45,150946,460.423388
2020-10-29 00:00:00-04:00,461.4,464.65,457.32,2543,459.205,109733,461.969376
2020-10-30 00:00:00-04:00,447.37,458.75,442.71,3294,458.585,182233,446.771747
2020-11-02 00:00:00-05:00,444.79,455.55,439.255,2423,450.75,152751,445.058474
2020-11-03 00:00:00-05:00,453.91,457.33,445.69,2393,447.24,103608,454.109256
2020-11-04 00:00:00-05:00,486.63,494.91,474.47,5587,477.58,300193,486.712756
2020-11-05 00:00:00-05:00,496.98,502.53,489.8,3301,499.5,131463,495.435032
2020-11-06 00:00:00-05:00,494.55,497.45,483.365,1932,497.45,89898,492.080069
2020-11-09 00:00:00-05:00,470.95,497.0,470.91,3887,495.8,222998,481.797846
2020-11-10 00:00:00-05:00,452.07,468.0,446.02,5719,465.705,337484,453.498014
2020-11-11 00:00:00-05:00,467.55,469.99,457.62,2398,458.9,112834,466.620807
2020-11-12 00:00:00-05:00,462.03,474.7,461.21,2396,473.02,115313,468.030336
2020-11-13 00:00:00-05:00,469.25,470.53,459.62,2466,467.37,129131,466.837764
2020-11-16 00:00:00-05:00,460.78,468.91,458.415,2118,459.53,123196,462.209715
2020-11-17 00:00:00-05:00,468.665,469.89,460.55,1864,462.09,109398,466.750125
2020-11-18 00:00:00-05:00,459.64,467.15,459.26,2029,467.15,165259,462.797524
2020-11-19 00:00:00-05:00,466.47,470.97,459.63,2103,461.5,85706,466.950689
2020-11-20 00:00:00-05:00,462.55,469.99,462.55,1570,465.04,92481,466.982439
2020-11-23 00:00:00-05:00,460.565,466.9,456.49,1907,464.35,89950,460.405735
2020-11-24 00:00:00-05:00,462.55,463.81,457.045,2257,461.81,143919,460.372302
2020-11-25 00:00:00-05:00,469.81,472.46,465.04,1783,465.705,86264,469.296724
2020-11-27 00:00:00-05:00,476.75,482.3,474.86,1661,477.19,95439,478.783648
2020-11-30 00:00:00-05:00,478.43,480.86,469.75,1955,480.23,100289,475.123963
2020-12-01 00:00:00-05:00,479.11,481.4,471.86,2892,481.195,137956,476.455365
2020-12-02 00:00:00-05:00,481.28,481.28,470.33,2485,475.465,125210,475.902292
2020-12-03 00:00:00-05:00,483.92,492.57,481.72,2976,481.83,126824,485.007243
2020-12-04 00:00:00-05:00,485.99,491.38,484.675,1842,485.71,129063,487.272667
2020-12-07 00:00:00-05:00,492.38,499.06,487.365,3278,487.365,264938,494.426379
2020-12-08 00:00:00-05:00,495.42,495.925,486.41,2213,492.5,93716,492.294335
2020-12-09 00:00:00-05:00,483.82,496.62,479.445,3127,495.69,170730,488.714041
2020-12-10 00:00:00-05:00,476.91,488.14,471.085,3685,483.74,235640,477.220302
2020-12-11 00:00:00-05:00,475.5,478.54,468.91,3346,475.96,182622,473.397902
2020-12-14 00:00:00-05:00,486.86,488.29,475.765,2563,475.765,140464,484.96354
2020-12-15 00:00:00-05:00,482.46,489.5,480.64,1708,489.5,90469,483.562132
2020-12-16 00:00:00-05:00,489.7,491.4,484.4,1958,484.885,88359,488.912489
2020-12-17 00:00:00-05:00,495.33,496.87,490.94,2447,492.955,106305,493.803983
2020-12-18 00:00:00-05:00,503.18,503.97,493.795,2402,497.0,131873,498.494586
2020-12-21 00:00:00-05:00,498.51,501.48,491.67,1948,497.78,82245,497.477503
2020-12-22 00:00:00-05:00,504.14,506.92,495.83,2100,497.62,93028,502.679477
2020-12-23 00:00:00-05:00,496.75,505.345,496.75,1721,505.27,68741,500.529677
2020-12-24 00:00:00-05:00,499.78,502.94,497.735,652,499.0,24323,499.403892
2020-12-28 00:00:00-05:00,499.04,505.96,496.94,2052,505.96,84837,499.469553
2020-12-29 00:00:00-05:00,502.19,505.23,499.96,1344,503.09,58777,502.572457
2020-12-30 00:00:00-05:00,497.06,503.89,496.44,2307,503.84,126496,498.316308
2020-12-31 00:00:00-05:00,500.32,500.32,495.125,1351,498.92,55754,497.773949
2021-01-04 00:00:00-05:00,485.39,500.73,476.34,3783,500.73,221167,486.074184
2021-01-05 00:00:00-05:00,485.4,486.0,479.32,2130,485.29,97782,482.855568
2021-01-06 00:00:00-05:00,466.14,475.75,466.01,5260,473.55,240255,470.602301
2021-01-07 00:00:00-05:00,477.51,479.61,468.63,2532,470.605,130901,476.006942
2021-01-08 00:00:00-05:00,485.21,485.21,477.73,2565,480.48,109741,482.23419
2021-01-11 00:00:00-05:00,474.56,482.37,471.75,2157,482.37,103670,475.523589
2021-01-12 00:00:00-05:00,471.66,474.88,464.18,2980,474.68,186974,469.548656
2021-01-13 00:00:00-05:00,472.11,477.54,469.41,2444,472.12,105113,473.292116
2021-01-14 00:00:00-05:00,463.49,473.47,462.26,2764,473.47,159166,465.913672
2021-01-15 00:00:00-05:00,458.215,467.68,457.51,5831,462.525,164972,460.548929
2021-01-19 00:00:00-05:00,456.0,461.13,453.34,3965,461.13,332339,456.855092
2021-01-20 00:00:00-05:00,469.945,472.385,458.83,3346,463.2,257609,466.430693
